"Metric","Sensitivity_Branch","Density_Range","N_Final","Forced_Covariates","N_Exposures_Tested","N_Splits","N_Successful_Splits","Stability_Threshold","N_Stable_Exposures","Stable_Exposures","Unstable_Exposures","Family","LR_Test_Type","VE_Label","VE_Full","VE_Forced_Only","Functional_VE","Functional_VE_Forced","Functional_VE_Increment","Overall_Test_Stat","Overall_p","Overall_Significant","LR_vs_Forced_Stat","LR_vs_Forced_p","GBA_Transform","Bootstrap_N","Bootstrap_Completed"
"rand_norm_wei_SW","main","11-100%",169,"eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion",6,100,100,0.7,1,"anyrop","bpd2, bw_z, ga, globalbrainscore2, sepsis2","scaled t","Chisq","Deviance explained",0.428310672035428,0.415872114885784,0.0386325655539473,0.0177155688737073,0.0209169966802401,958.571500203856,4.87758401255071e-165,TRUE,2112.79205066209,0,"sqrt",1000,TRUE
