"Metric","Predictors","Family","Density_Range","N_Original","N_Excluded_Outliers","N_Subjects_Final","Variance_Explained","Functional_VE","VE_Label","Overall_Test_Statistic","Overall_Test_Type","Overall_p","Overall_Significant","P_Threshold"
"rand_norm_wei_SW","Group","scaled t","11-100%",216,3,213,0.436931122436217,0.00381165834145226,"Deviance explained",36.311456009309,"Chisq",2.87398179098327e-06,TRUE,0.001
