"Metric","Exposure","Predictors","Family","Density_Range","N_Original","N_Excluded_Outliers","N_Subjects_Final","Variance_Explained","Functional_VE","VE_Label","Overall_Test_Statistic","Overall_Test_Type","Overall_p","Overall_Significant","P_Threshold","GBA_Sqrt_Applied"
"str","globalbrainscore2","globalbrainscore2, eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion","gaussian","11-100%",171,2,169,0.556229693877553,0.52429479425672,"R^2",3.12462229512786,"F",3.63683390451731e-06,TRUE,0.001,TRUE
