"Metric","Sensitivity_Branch","Density_Range","N_Final","Forced_Covariates","N_Exposures_Tested","N_Splits","N_Successful_Splits","Stability_Threshold","N_Stable_Exposures","Stable_Exposures","Unstable_Exposures","Family","LR_Test_Type","VE_Label","VE_Full","VE_Forced_Only","Functional_VE","Functional_VE_Forced","Functional_VE_Increment","Overall_Test_Stat","Overall_p","Overall_Significant","LR_vs_Forced_Stat","LR_vs_Forced_p","GBA_Transform","Bootstrap_N","Bootstrap_Completed"
"rand_norm_wei_ACC","main","11-100%",171,"eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion",6,100,100,0.7,1,"globalbrainscore2","bpd2, bw_z, ga, anyrop, sepsis2","gaussian","F","R^2",0.97822643515548,0.976100993918226,0.213856174519875,0.137116214066936,0.0767399604529389,79.3599173849144,0,TRUE,284.686259076457,0,"sqrt",1000,TRUE
