"Metric","Exposure","Predictors","Family","Density_Range","N_Original","N_Excluded_Outliers","N_Subjects_Final","Variance_Explained","Functional_VE","VE_Label","Overall_Test_Statistic","Overall_Test_Type","Overall_p","Overall_Significant","P_Threshold","GBA_Sqrt_Applied"
"rand_norm_wei_GE","dwma_percent","dwma_percent, eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion","gaussian","11-100%",171,1,170,0.397422927044658,0.164817863793059,"R^2",10.9622987317867,"F",5.42904573938234e-67,TRUE,0.001,FALSE
