"Metric","Sensitivity_Branch","Density_Range","N_Final","Forced_Covariates","N_Exposures_Tested","N_Splits","N_Successful_Splits","Stability_Threshold","N_Stable_Exposures","Stable_Exposures","Unstable_Exposures","Family","LR_Test_Type","VE_Label","VE_Full","VE_Forced_Only","Functional_VE","Functional_VE_Forced","Functional_VE_Increment","Overall_Test_Stat","Overall_p","Overall_Significant","LR_vs_Forced_Stat","LR_vs_Forced_p","GBA_Transform","Bootstrap_N","Bootstrap_Completed"
"rand_norm_wei_ACC","gba_binary","11-100%",171,"eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion",6,100,100,0.7,1,"globalcatmod","bpd2, bw_z, ga, anyrop, sepsis2","gaussian","F","R^2",0.977781141694258,0.976100993918226,0.19777866458679,0.137116214066936,0.0606624505198536,80.1392199523042,0,TRUE,258.486814833487,0,"none",1000,TRUE
