"Metric","Sensitivity_Branch","Density_Range","N_Final","Forced_Covariates","N_Exposures_Tested","N_Splits","N_Successful_Splits","Stability_Threshold","N_Stable_Exposures","Stable_Exposures","Unstable_Exposures","Family","LR_Test_Type","VE_Label","VE_Full","VE_Forced_Only","Functional_VE","Functional_VE_Forced","Functional_VE_Increment","Overall_Test_Stat","Overall_p","Overall_Significant","LR_vs_Forced_Stat","LR_vs_Forced_p","GBA_Transform","Bootstrap_N","Bootstrap_Completed"
"rand_norm_wei_ACC","high_gba_rem","11-100%",167,"eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion",6,100,100,0.7,1,"globalbrainscore2","bpd2, bw_z, ga, anyrop, sepsis2","gaussian","F","R^2",0.978653675991657,0.977356505474399,0.217325957998597,0.169764528147243,0.0475614298513536,80.5399889112648,0,TRUE,186.045242197882,0,"sqrt",1000,TRUE
