"Metric","Predictors","Family","Density_Range","N_Original","N_Excluded_Outliers","N_Subjects_Final","Variance_Explained","Functional_VE","VE_Label","Overall_Test_Statistic","Overall_Test_Type","Overall_p","Overall_Significant","P_Threshold"
"str","Group, age_at_5y_mri, eTIV, sex, Rel_Motion","gaussian","11-100%",216,2,214,0.529012978612447,0.494983202611198,"R^2",3.85082932089573,"F",3.42546280727731e-07,TRUE,0.001
