"Metric","Sensitivity_Branch","Density_Range","N_Final","Forced_Covariates","N_Exposures_Tested","N_Splits","N_Successful_Splits","Stability_Threshold","N_Stable_Exposures","Stable_Exposures","Unstable_Exposures","Family","LR_Test_Type","VE_Label","VE_Full","VE_Forced_Only","Functional_VE","Functional_VE_Forced","Functional_VE_Increment","Overall_Test_Stat","Overall_p","Overall_Significant","LR_vs_Forced_Stat","LR_vs_Forced_p","GBA_Transform","Bootstrap_N","Bootstrap_Completed"
"str","main","11-100%",169,"eTIV, sex, sriskscore, age_at_5y_mri, Rel_Motion",6,100,100,0.7,0,"","bpd2, bw_z, ga, globalbrainscore2, anyrop, sepsis2","gaussian","F","R^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sqrt",1000,FALSE
